relationship_id	identity	card	proposed_wording	supporting_identity_claims	supporting_sources	canonical_card_facts	relationship_evidence	limitation	why_wording_may_be_entailed	owner_decision
cardrel_auto_silverquill_d11e627b_8a48_411d_a261_2c9a02a758ba	SILVERQUILL	Breena, the Demagogue	Breena makes social influence change combat: an eligible attack against one of your opponents can draw the attacking player a card while you put two +1/+1 counters on a creature you control.	silverquill_claim_001;silverquill_claim_006;silverquill_claim_0019	src_wotc_planeswalkers_guide_strixhaven_2021;src_wotc_strixhaven_product_page_2021;src_wotc_planeswalkers_guide_secrets_strixhaven_2026	data/scryfall/indexes/commander-index.json#oracle_id=d11e627b-8a48-411d-a261-2c9a02a758ba	data/dossier/card-content-review-proposals.source.json#packet1_rationale_silverquill_d11e627b_8a48_411d_a261_2c9a02a758ba: Breena makes social influence change combat: attacks against a leading opponent can reward the attacker with a card while making Breena larger.	A bounded card example validated against certified identity claims and canonical card text. It does not prove player motivation, placement, or identity from color, mechanic, tag, or product membership.	Automatically approved only because the certified identity claims, canonical card observation, bounded bridge, false-positive analysis, and neighbor analysis all pass the shared validator.	PENDING
cardrel_auto_w_48e6d3d8_2f27_4017_acdd_40bce8cdbc02	W	Giada, Font of Hope	Giada gives White's coordinated creature growth a direct example: she helps cast Angels, and each later Angel enters with counters for the Angels already assembled.	white_claim_0004;white_claim_0007	MONO-W-2015;MONO-W-2025;MECH-CP-2021;GOV-COC-2024	data/scryfall/indexes/commander-index.json#oracle_id=48e6d3d8-2f27-4017-acdd-40bce8cdbc02	data/dossier/card-content-review-proposals.source.json#packet1_rationale_w_48e6d3d8_2f27_4017_acdd_40bce8cdbc02: Giada gives White's coordinated creature growth a direct example: she helps cast Angels, and each later Angel enters with counters for the Angels already assembled.	A bounded card example validated against certified identity claims and canonical card text. It does not prove player motivation, placement, or identity from color, mechanic, tag, or product membership.	Automatically approved only because the certified identity claims, canonical card observation, bounded bridge, false-positive analysis, and neighbor analysis all pass the shared validator.	PENDING
cardrel_auto_b_cbe3a4e7_5dbe_4f58_8ee6_a1762b65acfd	B	K'rrik, Son of Yawgmoth	K'rrik makes Black's resource-conversion pattern literal by letting life pay for black mana symbols and rewarding additional black spells with +1/+1 counters.	black_claim_0004;black_claim_0007	MONO-B-2015;MONO-B-2025;MECH-CP-2021;MECH-CP-2021-CHG	data/scryfall/indexes/commander-index.json#oracle_id=cbe3a4e7-5dbe-4f58-8ee6-a1762b65acfd	data/dossier/card-content-review-proposals.source.json#packet1_rationale_b_cbe3a4e7_5dbe_4f58_8ee6_a1762b65acfd: K'rrik makes Black's resource-conversion pattern literal by letting life pay for black mana symbols and rewarding additional black spells with +1/+1 counters.	A bounded card example validated against certified identity claims and canonical card text. It does not prove player motivation, placement, or identity from color, mechanic, tag, or product membership.	Automatically approved only because the certified identity claims, canonical card observation, bounded bridge, false-positive analysis, and neighbor analysis all pass the shared validator.	PENDING
cardrel_auto_u_ea1eb902_a23c_44ff_9169_19baf71de238	U	Talrand, Sky Summoner	Talrand turns Blue's instant-and-sorcery plan into a visible board by creating a flying Drake whenever you cast one of those spells.	blue_claim_0006;blue_claim_0007	MONO-U-2015;MONO-U-2025;MECH-CP-2021;GOV-COC-2024	data/scryfall/indexes/commander-index.json#oracle_id=ea1eb902-a23c-44ff-9169-19baf71de238	data/dossier/card-content-review-proposals.source.json#packet1_rationale_u_ea1eb902_a23c_44ff_9169_19baf71de238: Talrand turns Blue's instant-and-sorcery plan into a visible board by creating a flying Drake whenever you cast one of those spells.	A bounded card example validated against certified identity claims and canonical card text. It does not prove player motivation, placement, or identity from color, mechanic, tag, or product membership.	Automatically approved only because the certified identity claims, canonical card observation, bounded bridge, false-positive analysis, and neighbor analysis all pass the shared validator.	PENDING
cardrel_auto_r_8c3495bf_02e7_4ad9_949d_92eb3d2b662a	R	Torbran, Thane of Red Fell	Torbran adds 2 damage whenever a red source you control would damage an opponent or one of their permanents.	red_claim_0003;red_claim_0007	MONO-R-2015;MONO-R-2025;MECH-CP-2021;GOV-COC-2024	data/scryfall/indexes/commander-index.json#oracle_id=8c3495bf-02e7-4ad9-949d-92eb3d2b662a	data/dossier/card-content-review-proposals.source.json#packet1_rationale_r_8c3495bf_02e7_4ad9_949d_92eb3d2b662a: Torbran gives Red's direct-action pressure a clear example by increasing damage from red sources to opponents and their permanents.	A bounded card example validated against certified identity claims and canonical card text. It does not prove player motivation, placement, or identity from color, mechanic, tag, or product membership.	Automatically approved only because the certified identity claims, canonical card observation, bounded bridge, false-positive analysis, and neighbor analysis all pass the shared validator.	PENDING
cardrel_auto_g_6c2c8bf3_9bf8_4a86_89d3_3bb36260dc51	G	Azusa, Lost but Seeking	Azusa gives Green's land-based growth a direct Commander example by allowing two additional land plays on each of your turns.	green_claim_0004;green_claim_0007	MONO-G-2015;MONO-G-2025;MECH-CP-2021;MECH-CP-2021-CHG	data/scryfall/indexes/commander-index.json#oracle_id=6c2c8bf3-9bf8-4a86-89d3-3bb36260dc51	data/dossier/card-content-review-proposals.source.json#packet1_rationale_g_6c2c8bf3_9bf8_4a86_89d3_3bb36260dc51: Azusa gives Green's land-based growth a direct Commander example by allowing two additional land plays on each of your turns.	A bounded card example validated against certified identity claims and canonical card text. It does not prove player motivation, placement, or identity from color, mechanic, tag, or product membership.	Automatically approved only because the certified identity claims, canonical card observation, bounded bridge, false-positive analysis, and neighbor analysis all pass the shared validator.	PENDING
cardrel_bant_c6e17443	BANT	Rafiq of the Many	Rafiq is the clearest Bant champion expression: one worthy attacker receives the force and recognition of the whole.	bant_claim_0006;bant_claim_0008	src_vm_bant_evidence_ledger_20260528;src_vm_bant_manual_fill_20260529	data/scryfall/indexes/commander-index.json#oracle_id=c6e17443-2379-419d-8c32-13ea9bf52993	data/raw-factions/bant/bant.profile.json#/commander_compass/native_fit_commanders/0: Rafiq is the clearest Bant champion expression: one worthy attacker receives the force and recognition of the whole.	Card data and deck guidance require live verification before runtime Commander Compass use. The player wants broad go-wide tokens, prison control, or ramp with no champion frame.	The preserved Commander guidance sentence is the direct relationship assertion. Certified claim IDs establish the identity-side boundary; the committed Scryfall index establishes only the named card facts. Owner review must confirm that the sentence does not overstate that bridge.	APPROVE
cardrel_auto_esper_3268251a_8292_44f9_9267_c961b182f739	ESPER	Y'shtola, Night's Blessed	Y'shtola links planned noncreature spells and a known life-loss threshold to repeatable card access and pressure.	esper_claim_0003;esper_claim_0006	src_vm_esper_evidence_ledger_20260529;src_wotc_rosewater_esper_striving_for_perfection	data/scryfall/indexes/commander-index.json#oracle_id=3268251a-8292-44f9-9267-c961b182f739	data/dossier/card-content-review-proposals.source.json#packet1_rationale_esper_3268251a_8292_44f9_9267_c961b182f739: Y'shtola links planned noncreature spells and a known life-loss threshold to repeatable card access and pressure.	A bounded card example validated against certified identity claims and canonical card text. It does not prove player motivation, placement, or identity from color, mechanic, tag, or product membership.	Automatically approved only because the certified identity claims, canonical card observation, bounded bridge, false-positive analysis, and neighbor analysis all pass the shared validator.	PENDING
cardrel_auto_grixis_f5092c14_eec4_472c_999c_ba96c36b2fbb	GRIXIS	Kess, Dissident Mage	Kess turns a spent instant or sorcery into one more planned option by letting you cast one such card from your graveyard during each of your turns.	grixis_claim_0003;grixis_claim_0004;grixis_claim_0006	src_vm_grixis_evidence_ledger_20260530;src_wotc_rosewater_grixis_looking_out_for_number_one	data/scryfall/indexes/commander-index.json#oracle_id=f5092c14-eec4-472c-999c-ba96c36b2fbb	data/dossier/card-content-review-proposals.source.json#packet1_rationale_grixis_f5092c14_eec4_472c_999c_ba96c36b2fbb: Kess turns a spent instant or sorcery into one more planned option by letting you cast one such card from your graveyard during each of your turns.	A bounded card example validated against certified identity claims and canonical card text. It does not prove player motivation, placement, or identity from color, mechanic, tag, or product membership.	Automatically approved only because the certified identity claims, canonical card observation, bounded bridge, false-positive analysis, and neighbor analysis all pass the shared validator.	PENDING
cardrel_auto_jund_868882d2_ed4e_4171_a17c_478a341080fb	JUND	Prossh, Skyraider of Kher	Prossh turns each cast into a larger visible board, then lets those creatures be sacrificed for immediate power.	jund_claim_0005;jund_claim_0008	src_wotc_rosewater_jund_following_your_heart;src_vm_jund_evidence_ledger_20260530;src_vm_jund_reliability_audit_20260530	data/scryfall/indexes/commander-index.json#oracle_id=868882d2-ed4e-4171-a17c-478a341080fb	data/dossier/card-content-review-proposals.source.json#packet1_rationale_jund_868882d2_ed4e_4171_a17c_478a341080fb: Prossh turns each cast into a larger visible board, then lets those creatures be sacrificed for immediate power.	A bounded card example validated against certified identity claims and canonical card text. It does not prove player motivation, placement, or identity from color, mechanic, tag, or product membership.	Automatically approved only because the certified identity claims, canonical card observation, bounded bridge, false-positive analysis, and neighbor analysis all pass the shared validator.	PENDING
cardrel_auto_naya_e7604cd9_d00d_4957_82c9_46a7cdb88209	NAYA	Shalai and Hallar	Shalai and Hallar turn creature growth into immediate table pressure by dealing damage when +1/+1 counters are put on your creatures.	naya_claim_0003;naya_claim_0004;naya_claim_0006	src_vm_naya_evidence_ledger_20260530;src_wotc_rosewater_naya_searching_within	data/scryfall/indexes/commander-index.json#oracle_id=e7604cd9-d00d-4957-82c9-46a7cdb88209	data/dossier/card-content-review-proposals.source.json#packet1_rationale_naya_e7604cd9_d00d_4957_82c9_46a7cdb88209: Shalai and Hallar turn creature growth into immediate table pressure by dealing damage when +1/+1 counters are put on your creatures.	A bounded card example validated against certified identity claims and canonical card text. It does not prove player motivation, placement, or identity from color, mechanic, tag, or product membership.	Automatically approved only because the certified identity claims, canonical card observation, bounded bridge, false-positive analysis, and neighbor analysis all pass the shared validator.	PENDING
cardrel_auto_abzan_2b3f791a_d672_46fb_a03a_96e19f2c3121	ABZAN	Felothar the Steadfast	Felothar makes an Abzan defensive board matter in combat: creatures assign combat damage using toughness, and defenders can attack.	abzan_claim_0002;abzan_claim_0011	src_vm_abzan_evidence_ledger_20260531;src_wotc_rosewater_abzan_we_will_survive;src_wotc_tarkir_dragonstorm_commander_decklists_20250325	data/scryfall/indexes/commander-index.json#oracle_id=2b3f791a-d672-46fb-a03a-96e19f2c3121	data/dossier/card-content-review-proposals.source.json#packet1_rationale_abzan_2b3f791a_d672_46fb_a03a_96e19f2c3121: Felothar makes an Abzan defensive board matter in combat: creatures assign combat damage using toughness, and defenders can attack.	A bounded card example validated against certified identity claims and canonical card text. It does not prove player motivation, placement, or identity from color, mechanic, tag, or product membership.	Automatically approved only because the certified identity claims, canonical card observation, bounded bridge, false-positive analysis, and neighbor analysis all pass the shared validator.	PENDING
cardrel_auto_temur_1b162dd3_3be6_406d_bf86_f7cc9eff098d	TEMUR	Eshki, Temur's Roar	Eshki rewards increasingly large creature spells with visible growth, then cards and damage as the creatures cross higher power thresholds.	temur_claim_0002;temur_claim_0003;temur_claim_0011	src_vm_temur_evidence_ledger_20260531;src_wotc_rosewater_temur_what_doesnt_kill_you;src_wotc_tarkir_dragonstorm_commander_decklists_20250325	data/scryfall/indexes/commander-index.json#oracle_id=1b162dd3-3be6-406d-bf86-f7cc9eff098d	data/dossier/card-content-review-proposals.source.json#packet1_rationale_temur_1b162dd3_3be6_406d_bf86_f7cc9eff098d: Eshki rewards increasingly large creature spells with visible growth, then cards and damage as the creatures cross higher power thresholds.	A bounded card example validated against certified identity claims and canonical card text. It does not prove player motivation, placement, or identity from color, mechanic, tag, or product membership.	Automatically approved only because the certified identity claims, canonical card observation, bounded bridge, false-positive analysis, and neighbor analysis all pass the shared validator.	PENDING
cardrel_auto_sultai_0177b410_b559_491f_b393_ac3ed774653c	SULTAI	Kotis, Sibsig Champion	Kotis turns the graveyard into a constrained resource: one creature can be cast from it each turn by exiling three other graveyard cards as an additional cost.	sultai_claim_0002;sultai_claim_0003;sultai_claim_0011	src_vm_sultai_evidence_ledger_20260531;src_wotc_rosewater_sultai_whatever_it_takes;src_wotc_tarkir_dragonstorm_commander_decklists_20250325	data/scryfall/indexes/commander-index.json#oracle_id=0177b410-b559-491f-b393-ac3ed774653c	data/dossier/card-content-review-proposals.source.json#packet1_rationale_sultai_0177b410_b559_491f_b393_ac3ed774653c: Kotis turns the graveyard into a constrained resource: one creature can be cast from it each turn by exiling three other graveyard cards as an additional cost.	A bounded card example validated against certified identity claims and canonical card text. It does not prove player motivation, placement, or identity from color, mechanic, tag, or product membership.	Automatically approved only because the certified identity claims, canonical card observation, bounded bridge, false-positive analysis, and neighbor analysis all pass the shared validator.	PENDING
cardrel_auto_mardu_0f93d88c_9d2e_416d_a10b_99483360b1fb	MARDU	Zurgo Stormrender	Whenever Zurgo attacks, mobilize creates a temporary tapped and attacking Warrior token.	mardu_claim_0002;mardu_claim_0011	src_vm_mardu_evidence_ledger_20260531;src_wotc_rosewater_mardu_finishing_first;src_wotc_tarkir_dragonstorm_commander_decklists_20250325	data/scryfall/indexes/commander-index.json#oracle_id=0f93d88c-9d2e-416d-a10b-99483360b1fb	data/dossier/card-content-review-proposals.source.json#packet1_rationale_mardu_0f93d88c_9d2e_416d_a10b_99483360b1fb: Zurgo makes Mardu's speed-and-pressure frame concrete by creating a temporary attacking creature whenever he attacks.	A bounded card example validated against certified identity claims and canonical card text. It does not prove player motivation, placement, or identity from color, mechanic, tag, or product membership.	Automatically approved only because the certified identity claims, canonical card observation, bounded bridge, false-positive analysis, and neighbor analysis all pass the shared validator.	PENDING
cardrel_auto_jeskai_40ed32a6_ad56_48c7_aecf_b4238c34c212	JESKAI	Shiko and Narset, Unified	Shiko and Narset reward deliberate spell sequencing: the second spell each turn can be copied when it targets a permanent or player.	jeskai_claim_0002;jeskai_claim_0003;jeskai_claim_0011	src_vm_jeskai_evidence_ledger_20260531;src_wotc_rosewater_jeskai_smart_thinking;src_wotc_tarkir_dragonstorm_commander_decklists_20250325	data/scryfall/indexes/commander-index.json#oracle_id=40ed32a6-ad56-48c7-aecf-b4238c34c212	data/dossier/card-content-review-proposals.source.json#packet1_rationale_jeskai_40ed32a6_ad56_48c7_aecf_b4238c34c212: Shiko and Narset reward deliberate spell sequencing: the second spell each turn can be copied when it targets a permanent or player.	A bounded card example validated against certified identity claims and canonical card text. It does not prove player motivation, placement, or identity from color, mechanic, tag, or product membership.	Automatically approved only because the certified identity claims, canonical card observation, bounded bridge, false-positive analysis, and neighbor analysis all pass the shared validator.	PENDING
cardrel_auto_yore_d460a9e2_5a7d_4562_880e_45174be19a9d	YORE	Breya, Etherium Shaper	Breya enters with two Thopter artifact tokens, then can sacrifice two artifacts for damage, creature removal, or life.	yore_claim_0003;yore_claim_0004	src_vm_yore_evidence_ledger_20260602;src_vm_four_color_reference_audit_20260602	data/scryfall/indexes/commander-index.json#oracle_id=d460a9e2-5a7d-4562-880e-45174be19a9d	data/dossier/card-content-review-proposals.source.json#packet1_rationale_yore_d460a9e2_5a7d_4562_880e_45174be19a9d: Breya makes Yore's artifice frame concrete by creating artifact creatures, then converting artifacts through several selectable effects.	A bounded card example validated against certified identity claims and canonical card text. It does not prove player motivation, placement, or identity from color, mechanic, tag, or product membership.	Automatically approved only because the certified identity claims, canonical card observation, bounded bridge, false-positive analysis, and neighbor analysis all pass the shared validator.	PENDING
cardrel_auto_glint_9efe8aff_9a7d_4397_b5fd_c1a0fad7c15f	GLINT	Yidris, Maelstrom Wielder	Yidris converts successful combat into volatile follow-up routes by giving spells cast from hand cascade for the rest of that turn.	glint_claim_0003;glint_claim_0005	src_vm_glint_evidence_ledger_20260602;src_vm_four_color_reference_audit_20260602	data/scryfall/indexes/commander-index.json#oracle_id=9efe8aff-9a7d-4397-b5fd-c1a0fad7c15f	data/dossier/card-content-review-proposals.source.json#packet1_rationale_glint_9efe8aff_9a7d_4397_b5fd_c1a0fad7c15f: Yidris converts successful combat into volatile follow-up routes by giving spells cast from hand cascade for the rest of that turn.	A bounded card example validated against certified identity claims and canonical card text. It does not prove player motivation, placement, or identity from color, mechanic, tag, or product membership.	Automatically approved only because the certified identity claims, canonical card observation, bounded bridge, false-positive analysis, and neighbor analysis all pass the shared validator.	PENDING
cardrel_auto_dune_e54d207c_51b8_458e_86a1_2633ac064c8e	DUNE	Saskia the Unyielding	As Saskia enters, you choose a player; whenever a creature you control deals combat damage to a player, it deals that much damage to the chosen player.	dune_claim_0003;dune_claim_0005	src_vm_dune_evidence_ledger_20260603;src_vm_four_color_reference_audit_20260603	data/scryfall/indexes/commander-index.json#oracle_id=e54d207c-51b8-458e-86a1-2633ac064c8e	data/dossier/card-content-review-proposals.source.json#packet1_rationale_dune_e54d207c_51b8_458e_86a1_2633ac064c8e: Saskia turns visible combat into concentrated pressure: you choose a player, and combat damage dealt elsewhere is repeated against that player.	A bounded card example validated against certified identity claims and canonical card text. It does not prove player motivation, placement, or identity from color, mechanic, tag, or product membership.	Automatically approved only because the certified identity claims, canonical card observation, bounded bridge, false-positive analysis, and neighbor analysis all pass the shared validator.	PENDING
cardrel_auto_ink_53ee4254_fef7_49ec_aafc_0320987764e6	INK	Kynaios and Tiro of Meletis	At your end step, you draw; each player may put a land from hand onto the battlefield, then each opponent who did not do so draws.	ink_claim_0003;ink_claim_0005	src_vm_ink_evidence_ledger_20260604;src_vm_four_color_reference_audit_20260604	data/scryfall/indexes/commander-index.json#oracle_id=53ee4254-fef7-49ec-aafc-0320987764e6	data/dossier/card-content-review-proposals.source.json#packet1_rationale_ink_53ee4254_fef7_49ec_aafc_0320987764e6: Kynaios and Tiro make Ink's shared-resource frame visible: their end-step ability gives every player a chance to develop mana or draw, while their controller also draws.	A bounded card example validated against certified identity claims and canonical card text. It does not prove player motivation, placement, or identity from color, mechanic, tag, or product membership.	Automatically approved only because the certified identity claims, canonical card observation, bounded bridge, false-positive analysis, and neighbor analysis all pass the shared validator.	PENDING
cardrel_auto_witch_7e6b9b59_cd68_4e3c_827b_38833c92d6eb	WITCH	Atraxa, Praetors' Voice	At the beginning of each of your end steps, Atraxa proliferates the counters you choose to advance.	witch_claim_0003;witch_claim_0005	src_vm_witch_evidence_ledger_20260604;src_vm_four_color_reference_audit_20260604	data/scryfall/indexes/commander-index.json#oracle_id=7e6b9b59-cd68-4e3c-827b-38833c92d6eb	data/dossier/card-content-review-proposals.source.json#packet1_rationale_witch_7e6b9b59_cd68_4e3c_827b_38833c92d6eb: Atraxa gives Witch's systematic-accumulation frame a bounded example by proliferating at each of your end steps.	A bounded card example validated against certified identity claims and canonical card text. It does not prove player motivation, placement, or identity from color, mechanic, tag, or product membership.	Automatically approved only because the certified identity claims, canonical card observation, bounded bridge, false-positive analysis, and neighbor analysis all pass the shared validator.	PENDING
cardrel_auto_colorless_50676eba_a55a_4749_bb07_74a30e015781	COLORLESS	Omarthis, Ghostfire Initiate	Omarthis shows one way Colorless can support +1/+1 counter growth: it grows when another colorless creature receives counters, then manifests cards equal to its counters when it dies.	colorless_claim_0005;colorless_claim_0006	COLORLESS-SRC-018;COLORLESS-CANON-001;COLORLESS-SCOPE-005	data/scryfall/indexes/commander-index.json#oracle_id=50676eba-a55a-4749-bb07-74a30e015781	data/dossier/card-content-review-proposals.source.json#packet1_rationale_colorless_50676eba_a55a_4749_bb07_74a30e015781: Omarthis is a bounded example of Colorless growth support: it grows when another colorless creature receives +1/+1 counters, then manifests cards equal to its counters when it dies.	A bounded card example validated against certified identity claims and canonical card text. It does not prove player motivation, placement, or identity from color, mechanic, tag, or product membership.	Automatically approved only because the certified identity claims, canonical card observation, bounded bridge, false-positive analysis, and neighbor analysis all pass the shared validator.	PENDING
cardrel_auto_colorless_ec726c54_987b_48ed_8ffa_ec73a5e35333	COLORLESS	Zhulodok, Void Gorger	Zhulodok shows the Eldrazi-scale side of Colorless: colorless spells cast from hand with mana value seven or greater receive cascade twice.	colorless_claim_0005;colorless_claim_0006	COLORLESS-SRC-018;COLORLESS-CANON-001;COLORLESS-SCOPE-005	data/scryfall/indexes/commander-index.json#oracle_id=ec726c54-987b-48ed-8ffa-ec73a5e35333	data/dossier/card-content-review-proposals.source.json#packet1_rationale_colorless_ec726c54_987b_48ed_8ffa_ec73a5e35333: Zhulodok is a bounded example of Colorless's Eldrazi-scale branch: colorless spells cast from hand with mana value seven or greater receive cascade twice.	A bounded card example validated against certified identity claims and canonical card text. It does not prove player motivation, placement, or identity from color, mechanic, tag, or product membership.	Automatically approved only because the certified identity claims, canonical card observation, bounded bridge, false-positive analysis, and neighbor analysis all pass the shared validator.	PENDING
cardrel_auto_wubrg_9f6828e3_39d9_45d9_9bf1_0e3737a0321e	WUBRG	Ulalek, Fused Atrocity	Ulalek's five-color identity opens the deck's breadth; when you cast an Eldrazi spell, its trigger can turn {C}{C} into copies of every spell you control and every other activated or triggered ability you control, except mana abilities.	wubrg_claim_0002;wubrg_claim_0006;wubrg_claim_0008	WUBRG-OFF-001;WUBRG-LOCAL-001;WUBRG-SCOPE-001;WUBRG-SCOPE-002;WUBRG-CANON-001	data/scryfall/indexes/commander-index.json#oracle_id=9f6828e3-39d9-45d9-9bf1-0e3737a0321e	data/dossier/card-content-review-proposals.source.json#packet1_rationale_wubrg_9f6828e3_39d9_45d9_9bf1_0e3737a0321e: Ulalek demonstrates access to all five colors through its verified color identity, while its ability uses colorless mana to copy Eldrazi spells and abilities.	A bounded card example validated against certified identity claims and canonical card text. It does not prove player motivation, placement, or identity from color, mechanic, tag, or product membership.	Automatically approved only because the certified identity claims, canonical card observation, bounded bridge, false-positive analysis, and neighbor analysis all pass the shared validator.	PENDING
cardrel_auto_vm650_dune_a7dff624_1f6b_4e00_b13b_0b0d69a48ec2	DUNE	Tana, the Bloodsower	Tana turns combat damage dealt to a player into an immediate occupying force: every point becomes another Saproling on the battlefield.	dune_claim_0005	src_vm_dune_evidence_ledger_20260603;src_vm_four_color_reference_audit_20260603	data/scryfall/raw/oracle-cards.json#oracle_id=a7dff624-1f6b-4e00-b13b-0b0d69a48ec2	docs/research/vm650-three-plays-completion.md#four-color-source-inputs: Tana turns combat damage dealt to a player into an immediate occupying force: every point becomes another Saproling on the battlefield.	This is a bounded example of direct action and territorial multiplication. It does not establish Tana as Dune lore or make token combat alone a Dune reading.	Automatically approved because certified identity claims, canonical card text, a bounded bridge, and exclusion of color-only reasoning pass the shared validator.	PENDING
cardrel_auto_vm650_dune_17475cf0_661d_4361_827b_1e4d638089f1	DUNE	Marisi, Breaker of the Coil	Marisi makes combat damage from one of your creatures reshape the next fight: opponents cannot cast spells during combat, and the struck player’s creatures are goaded.	dune_claim_0005	src_vm_dune_evidence_ledger_20260603;src_vm_four_color_reference_audit_20260603	data/scryfall/raw/oracle-cards.json#oracle_id=17475cf0-661d-4361-827b-1e4d638089f1	docs/research/vm650-three-plays-completion.md#four-color-source-inputs: Marisi makes combat damage from one of your creatures reshape the next fight: opponents cannot cast spells during combat, and the struck player’s creatures are goaded.	This supports Dune’s bounded direct-action and organized-force frame, not generic goad, Cat tribal, or every combat deck.	Automatically approved because certified identity claims, canonical card text, a bounded bridge, and exclusion of color-only reasoning pass the shared validator.	PENDING
cardrel_auto_vm650_glint_8dedb9a7_0afa_4dff_b124_2344c170f11a	GLINT	Abaddon the Despoiler	Abaddon converts opponents’ life already lost this turn into cascade for qualifying spells cast from your hand, so a successful push can feed an unpredictable burst of further action.	glint_claim_0005	src_vm_glint_evidence_ledger_20260602;src_vm_four_color_reference_audit_20260602	data/scryfall/raw/oracle-cards.json#oracle_id=8dedb9a7-0afa-4dff-b124-2344c170f11a	docs/research/vm650-three-plays-completion.md#four-color-source-inputs: Abaddon converts opponents’ life already lost this turn into cascade for qualifying spells cast from your hand, so a successful push can feed an unpredictable burst of further action.	This is a bounded force-and-volatility example. It does not establish Abaddon as Glint lore or treat cascade alone as proof of the lane.	Automatically approved because certified identity claims, canonical card text, a bounded bridge, and exclusion of color-only reasoning pass the shared validator.	PENDING
cardrel_auto_vm650_glint_e3444fcf_70ed_4d6e_aea9_030af15cad56	GLINT	Throes of Chaos	Throes of Chaos repeatedly turns a spent land into another cascade, trading stored material for an uncontrolled new route through the deck.	glint_claim_0005	src_vm_glint_evidence_ledger_20260602;src_vm_four_color_reference_audit_20260602	data/scryfall/raw/oracle-cards.json#oracle_id=e3444fcf-70ed-4d6e-aea9-030af15cad56	docs/research/vm650-three-plays-completion.md#four-color-source-inputs: Throes of Chaos repeatedly turns a spent land into another cascade, trading stored material for an uncontrolled new route through the deck.	This supports bounded volatility and adaptation through reuse. It does not make graveyard recursion or random outcomes independently Glint.	Automatically approved because certified identity claims, canonical card text, a bounded bridge, and exclusion of color-only reasoning pass the shared validator.	PENDING
cardrel_auto_vm650_ink_00f82f84_81a5_45e5_9c35_9d627a180950	INK	Collective Voyage	Collective Voyage lets every player help set the scale of a shared land expansion, then lets each player find up to that many basic lands tapped.	ink_claim_0005	src_vm_ink_evidence_ledger_20260604;src_vm_four_color_reference_audit_20260604	data/scryfall/raw/oracle-cards.json#oracle_id=00f82f84-81a5-45e5-9c35-9d627a180950	docs/research/vm650-three-plays-completion.md#four-color-source-inputs: Collective Voyage lets every player help set the scale of a shared land expansion, then lets each player find up to that many basic lands tapped.	This is a direct shared-prosperity example, not proof that every symmetrical ramp spell or group decision belongs to Ink.	Automatically approved because certified identity claims, canonical card text, a bounded bridge, and exclusion of color-only reasoning pass the shared validator.	PENDING
cardrel_auto_vm650_ink_0c34e962_99d9_4163_b852_4f61886546aa	INK	Wedding Ring	When cast, Wedding Ring gives a target opponent a matching engine and makes that opponent's card draw or life gain during their turn echo back to you.	ink_claim_0005	src_vm_ink_evidence_ledger_20260604;src_vm_four_color_reference_audit_20260604	data/scryfall/raw/oracle-cards.json#oracle_id=0c34e962-99d9-4163-b852-4f61886546aa	docs/research/vm650-three-plays-completion.md#four-color-source-inputs: When cast, Wedding Ring gives a target opponent a matching engine and makes that opponent's card draw or life gain during their turn echo back to you.	This is a bounded paired-benefit example. It does not make every reciprocal artifact or life-gain payoff an Ink relationship.	Automatically approved because certified identity claims, canonical card text, a bounded bridge, and exclusion of color-only reasoning pass the shared validator.	PENDING
cardrel_auto_vm650_witch_b45fdeab_00cc_4422_af9f_66f30a880a7c	WITCH	Evolution Sage	Evolution Sage makes each land entering under your control a careful increment across the counters already in place.	witch_claim_0005	src_vm_witch_evidence_ledger_20260604;src_vm_four_color_reference_audit_20260604	data/scryfall/raw/oracle-cards.json#oracle_id=b45fdeab-00cc-4422-af9f-66f30a880a7c	docs/research/vm650-three-plays-completion.md#four-color-source-inputs: Evolution Sage makes each land entering under your control a careful increment across the counters already in place.	This is a bounded patient-accumulation example. Proliferate or counters alone do not establish Witch.	Automatically approved because certified identity claims, canonical card text, a bounded bridge, and exclusion of color-only reasoning pass the shared validator.	PENDING
cardrel_auto_vm650_witch_1946ded1_5f53_409f_b0a6_5433bb0357d2	WITCH	The Ozolith	The Ozolith preserves counters when one of your creatures leaves and can deliberately transfer the accumulated work to a target creature at the beginning of your combat.	witch_claim_0005	src_vm_witch_evidence_ledger_20260604;src_vm_four_color_reference_audit_20260604	data/scryfall/raw/oracle-cards.json#oracle_id=1946ded1-5f53-409f-b0a6-5433bb0357d2	docs/research/vm650-three-plays-completion.md#four-color-source-inputs: The Ozolith preserves counters when one of your creatures leaves and can deliberately transfer the accumulated work to a target creature at the beginning of your combat.	This supports accumulation and continuity of development, not every counter-transfer or artifact strategy.	Automatically approved because certified identity claims, canonical card text, a bounded bridge, and exclusion of color-only reasoning pass the shared validator.	PENDING
